Data,Último,Abertura,Máxima,Mínima,Variação
08.03.2013,"7.744,84","7.730,28","7.776,00","7.722,38","48,96M"
11.03.2013,"7.758,65","7.732,58","7.760,22","7.720,42","32,29M"
12.03.2013,"7.802,93","7.749,23","7.806,61","7.746,51","33,53M"
13.03.2013,"7.780,88","7.799,38","7.801,60","7.758,12","45,63M"
14.03.2013,"7.842,85","7.806,81","7.845,34","7.802,14","54,48M"
15.03.2013,"7.864,39","7.859,51","7.874,21","7.829,57","100,92M"
18.03.2013,"7.830,37","7.774,42","7.842,41","7.770,35","43,30M"
19.03.2013,"7.789,60","7.814,26","7.842,59","7.777,83","45,68M"
20.03.2013,"7.847,70","7.820,31","7.862,64","7.813,96","40,12M"
21.03.2013,"7.762,30","7.855,35","7.858,44","7.757,09","37,48M"
22.03.2013,"7.744,33","7.752,03","7.777,91","7.720,82","36,29M"
25.03.2013,"7.758,22","7.787,82","7.812,40","7.750,10","39,82M"
26.03.2013,"7.800,05","7.766,20","7.807,35","7.741,21","34,77M"
27.03.2013,"7.780,17","7.817,53","7.821,66","7.724,11","38,78M"
28.03.2013,"7.813,67","7.790,96","7.840,98","7.781,09","34,97M"
02.04.2013,"7.899,30","7.801,17","7.913,73","7.800,38","42,88M"
03.04.2013,"7.875,10","7.900,29","7.946,86","7.869,51","38,93M"
04.04.2013,"7.762,65","7.890,13","7.892,95","7.753,00","42,23M"
05.04.2013,"7.641,11","7.767,29","7.769,06","7.596,93","51,86M"
08.04.2013,"7.691,84","7.648,35","7.710,62","7.640,22","38,31M"
09.04.2013,"7.653,95","7.725,09","7.731,27","7.638,67","46,33M"
10.04.2013,"7.771,37","7.671,53","7.783,19","7.670,19","44,07M"
11.04.2013,"7.815,28","7.770,97","7.825,37","7.767,41","40,51M"
12.04.2013,"7.760,60","7.800,44","7.813,96","7.734,63","47,10M"
15.04.2013,"7.754,73","7.744,18","7.764,88","7.682,32","43,87M"
16.04.2013,"7.717,60","7.724,15","7.758,09","7.652,40","48,00M"
17.04.2013,"7.533,81","7.747,34","7.754,07","7.516,55","60,31M"
18.04.2013,"7.578,97","7.511,28","7.614,32","7.482,92","60,20M"
19.04.2013,"7.618,76","7.610,22","7.645,53","7.573,14","53,89M"
22.04.2013,"7.609,10","7.666,06","7.680,59","7.602,10","55,93M"
23.04.2013,"7.802,48","7.646,77","7.806,19","7.645,90","63,12M"
24.04.2013,"7.859,63","7.823,88","7.865,33","7.810,69","51,63M"
25.04.2013,"7.901,24","7.859,67","7.916,06","7.807,67","46,49M"
26.04.2013,"7.856,32","7.875,34","7.882,25","7.841,36","32,57M"
29.04.2013,"7.901,73","7.870,61","7.922,90","7.868,57","31,22M"
30.04.2013,"7.906,21","7.943,81","7.955,39","7.874,15","79,21M"
02.05.2013,"7.902,21","7.867,73","7.902,95","7.850,86","47,25M"
03.05.2013,"7.937,61","7.904,34","7.967,78","7.871,84","39,84M"
06.05.2013,"7.927,34","7.926,01","7.943,27","7.907,19","20,07M"
07.05.2013,"7.977,54","7.941,10","8.002,17","7.933,23","39,26M"
08.05.2013,"8.093,02","7.986,28","8.102,84","7.983,92","48,87M"
10.05.2013,"8.177,85","8.109,52","8.181,52","8.105,08","51,71M"
13.05.2013,"8.147,68","8.175,30","8.181,26","8.108,23","42,94M"
14.05.2013,"8.187,75","8.171,70","8.193,13","8.125,79","38,80M"
15.05.2013,"8.313,08","8.216,38","8.325,90","8.210,77","45,99M"
16.05.2013,"8.256,15","8.314,04","8.344,95","8.248,14","42,15M"
17.05.2013,"8.280,25","8.252,34","8.281,86","8.200,91","51,07M"
21.05.2013,"8.318,42","8.279,90","8.318,42","8.222,42","51,87M"
22.05.2013,"8.407,61","8.341,67","8.411,30","8.297,83","54,86M"
23.05.2013,"8.168,52","8.245,62","8.263,22","8.137,69","63,92M"
24.05.2013,"8.168,78","8.205,19","8.236,75","8.137,33","44,72M"
27.05.2013,"8.163,05","8.177,99","8.190,43","8.137,45","21,55M"
28.05.2013,"8.221,22","8.213,00","8.240,20","8.207,41","44,23M"
29.05.2013,"8.028,64","8.206,44","8.208,54","8.024,31","51,11M"
30.05.2013,"8.021,57","7.996,23","8.065,89","7.986,60","39,74M"
31.05.2013,"7.947,01","8.027,55","8.031,34","7.913,02","67,02M"
03.06.2013,"7.780,98","7.816,46","7.895,59","7.780,98","52,92M"
04.06.2013,"7.875,68","7.802,69","7.914,20","7.798,65","42,10M"
05.06.2013,"7.747,84","7.824,60","7.879,40","7.731,16","46,18M"
06.06.2013,"7.622,74","7.725,37","7.760,00","7.622,74","48,65M"
07.06.2013,"7.784,84","7.624,31","7.790,05","7.599,53","55,57M"
10.06.2013,"7.790,55","7.758,80","7.835,05","7.754,07","29,22M"
11.06.2013,"7.673,01","7.751,19","7.755,14","7.618,41","47,79M"
12.06.2013,"7.656,83","7.658,28","7.735,14","7.652,05","39,69M"
13.06.2013,"7.627,53","7.546,10","7.636,07","7.525,51","48,58M"
14.06.2013,"7.635,96","7.655,01","7.678,07","7.617,73","35,20M"
17.06.2013,"7.729,71","7.685,46","7.759,86","7.677,23","37,31M"
18.06.2013,"7.699,74","7.719,42","7.737,54","7.695,08","33,52M"
19.06.2013,"7.731,82","7.714,67","7.751,57","7.661,29","35,31M"
20.06.2013,"7.496,05","7.653,26","7.682,04","7.488,83","62,38M"
21.06.2013,"7.421,06","7.475,05","7.607,64","7.421,06","102,26M"
24.06.2013,"7.249,47","7.361,24","7.395,11","7.247,25","58,83M"
25.06.2013,"7.397,39","7.296,96","7.404,91","7.275,93","48,32M"
26.06.2013,"7.553,89","7.399,58","7.573,42","7.391,76","43,45M"
27.06.2013,"7.671,70","7.597,54","7.718,45","7.561,49","40,06M"
28.06.2013,"7.683,04","7.685,33","7.713,71","7.620,40","42,43M"
01.07.2013,"7.741,07","7.716,88","7.760,58","7.677,57","32,29M"
02.07.2013,"7.732,62","7.731,97","7.746,83","7.651,51","32,51M"
03.07.2013,"7.675,29","7.686,42","7.692,72","7.609,98","39,34M"
04.07.2013,"7.831,59","7.707,80","7.846,54","7.707,80","35,92M"
05.07.2013,"7.781,98","7.843,88","7.879,82","7.774,39","31,79M"
08.07.2013,"7.863,48","7.857,94","7.893,82","7.843,33","25,54M"
09.07.2013,"7.944,19","7.916,90","7.956,37","7.905,91","32,61M"
10.07.2013,"7.971,62","7.942,56","7.982,63","7.920,89","26,11M"
11.07.2013,"7.986,40","8.013,32","8.039,41","7.979,67","33,22M"
12.07.2013,"7.983,18","8.020,71","8.041,25","7.982,28","26,41M"
15.07.2013,"7.999,15","7.999,52","8.031,50","7.992,91","21,94M"
16.07.2013,"7.932,79","8.015,55","8.019,25","7.924,23","25,28M"
17.07.2013,"7.928,15","7.953,90","7.959,07","7.853,51","35,64M"
18.07.2013,"7.929,01","7.911,67","7.956,71","7.909,49","33,76M"
19.07.2013,"7.928,12","7.919,88","7.928,12","7.880,77","37,22M"
22.07.2013,"7.927,45","7.950,00","7.967,89","7.916,86","46,28M"
23.07.2013,"7.896,26","7.942,71","7.947,28","7.874,35","30,14M"
24.07.2013,"7.923,07","7.903,36","7.979,49","7.898,60","33,12M"
25.07.2013,"7.865,38","7.932,36","7.932,36","7.836,23","41,57M"
26.07.2013,"7.796,84","7.877,22","7.881,74","7.776,99","30,69M"
29.07.2013,"7.814,11","7.803,70","7.843,99","7.793,62","25,25M"
30.07.2013,"7.810,17","7.805,79","7.834,30","7.775,39","32,32M"
31.07.2013,"7.820,43","7.778,94","7.840,80","7.760,51","34,49M"
02.08.2013,"7.963,93","7.945,41","7.974,36","7.914,42","47,20M"
05.08.2013,"7.979,40","7.973,50","7.999,02","7.963,06","24,08M"
06.08.2013,"7.996,79","7.982,37","8.080,31","7.981,53","43,80M"
07.08.2013,"7.976,28","7.977,11","8.023,60","7.964,70","29,17M"
08.08.2013,"7.955,29","7.962,24","7.974,89","7.926,14","35,69M"
09.08.2013,"7.977,34","7.979,06","7.994,20","7.954,45","34,69M"
12.08.2013,"8.000,60","7.991,13","8.013,77","7.968,40","23,00M"
13.08.2013,"8.036,44","8.010,59","8.045,03","8.004,25","31,04M"
14.08.2013,"8.078,26","8.055,61","8.093,33","8.045,71","30,81M"
15.08.2013,"7.982,43","8.062,85","8.065,30","7.954,02","28,71M"
16.08.2013,"7.961,31","7.972,40","7.987,65","7.919,32","35,71M"
19.08.2013,"7.939,42","7.951,40","7.977,82","7.920,39","27,28M"
20.08.2013,"7.935,89","7.879,46","7.949,87","7.874,86","38,64M"
21.08.2013,"7.887,14","7.944,43","7.949,57","7.887,14","28,04M"
22.08.2013,"7.988,60","7.884,73","8.006,29","7.882,75","30,51M"
23.08.2013,"8.006,90","7.983,33","8.014,59","7.949,15","24,83M"
26.08.2013,"8.022,20","7.998,43","8.036,51","7.996,04","15,54M"
27.08.2013,"7.886,07","7.978,19","8.004,09","7.874,67","38,88M"
28.08.2013,"7.776,01","7.839,68","7.885,02","7.740,60","41,90M"
29.08.2013,"7.763,55","7.791,61","7.797,17","7.724,25","36,02M"
30.08.2013,"7.745,97","7.792,33","7.799,59","7.710,84","38,56M"
02.09.2013,"7.891,62","7.820,00","7.900,05","7.818,32","29,82M"
03.09.2013,"7.866,23","7.923,45","7.924,44","7.855,40","30,65M"
04.09.2013,"7.880,65","7.901,21","7.904,91","7.821,10","32,76M"
05.09.2013,"7.932,29","7.903,77","7.941,02","7.853,47","34,64M"
06.09.2013,"7.950,78","7.935,90","7.964,24","7.875,95","35,71M"
09.09.2013,"7.935,76","7.967,53","7.969,98","7.898,35","28,00M"
10.09.2013,"8.039,18","7.973,44","8.045,57","7.972,05","42,58M"
11.09.2013,"8.051,31","8.047,41","8.066,10","8.026,86","28,64M"
12.09.2013,"8.033,45","8.059,75","8.066,71","8.010,76","31,70M"
13.09.2013,"8.038,31","8.014,65","8.038,31","7.999,82","44,21M"
16.09.2013,"8.029,38","8.083,22","8.091,95","8.019,19","34,47M"
17.09.2013,"8.014,47","8.022,35","8.028,15","7.984,58","31,34M"
18.09.2013,"8.052,57","8.024,28","8.056,25","8.011,65","29,81M"
19.09.2013,"8.092,29","8.129,23","8.144,53","8.079,31","51,68M"
20.09.2013,"8.105,39","8.118,64","8.133,68","8.099,42","62,26M"
23.09.2013,"8.057,04","8.113,33","8.128,50","8.044,72","27,24M"
24.09.2013,"8.047,02","8.070,26","8.090,98","8.019,99","28,51M"
25.09.2013,"8.055,23","8.050,88","8.080,81","8.022,13","27,40M"
26.09.2013,"8.061,36","8.056,36","8.081,91","8.015,02","22,81M"
27.09.2013,"8.055,00","8.061,12","8.078,38","8.022,85","25,59M"
30.09.2013,"8.022,60","8.000,88","8.025,58","7.988,52","34,78M"
01.10.2013,"8.059,01","8.020,90","8.060,32","8.017,94","38,16M"
02.10.2013,"7.964,44","8.032,31","8.037,78","7.924,86","31,46M"
03.10.2013,"7.942,50","8.002,24","8.005,26","7.930,84","23,58M"
04.10.2013,"7.943,71","7.934,46","7.953,71","7.883,63","25,54M"
07.10.2013,"7.887,86","7.898,75","7.909,83","7.856,45","30,62M"
08.10.2013,"7.828,24","7.871,42","7.894,08","7.823,48","32,29M"
09.10.2013,"7.755,26","7.793,11","7.808,95","7.747,42","38,83M"
10.10.2013,"7.851,08","7.776,83","7.870,62","7.766,49","35,85M"
11.10.2013,"7.936,08","7.897,27","7.937,25","7.864,90","31,29M"
14.10.2013,"7.928,49","7.917,56","7.942,33","7.895,15","23,20M"
15.10.2013,"7.984,35","7.974,73","8.023,52","7.970,12","35,39M"
16.10.2013,"7.981,87","7.946,50","7.995,22","7.902,18","32,54M"
17.10.2013,"8.032,40","8.004,21","8.056,47","7.995,06","34,54M"
18.10.2013,"8.084,65","8.080,23","8.086,16","8.032,13","48,53M"
21.10.2013,"8.124,08","8.111,42","8.128,46","8.077,21","32,15M"
22.10.2013,"8.214,76","8.128,70","8.245,83","8.115,56","42,78M"
23.10.2013,"8.214,56","8.205,58","8.222,00","8.175,77","30,02M"
24.10.2013,"8.233,15","8.230,89","8.242,70","8.192,83","47,68M"
25.10.2013,"8.249,31","8.215,46","8.274,70","8.200,03","39,90M"
28.10.2013,"8.291,10","8.268,02","8.294,11","8.258,72","32,05M"
29.10.2013,"8.237,03","8.261,11","8.289,56","8.224,00","74,03M"
30.10.2013,"8.228,37","8.255,61","8.278,59","8.206,34","53,91M"
31.10.2013,"8.234,29","8.217,28","8.251,51","8.212,41","48,82M"
01.11.2013,"8.221,80","8.235,26","8.246,63","8.177,46","36,69M"
04.11.2013,"8.185,69","8.253,24","8.258,53","8.185,69","79,13M"
05.11.2013,"8.149,31","8.210,87","8.221,74","8.125,92","57,86M"
06.11.2013,"8.224,58","8.180,92","8.253,93","8.178,12","51,18M"
07.11.2013,"8.229,66","8.225,06","8.295,95","8.214,74","52,64M"
08.11.2013,"8.240,92","8.204,05","8.250,38","8.172,00","38,76M"
11.11.2013,"8.280,20","8.289,26","8.301,49","8.260,27","34,29M"
12.11.2013,"8.261,31","8.255,26","8.299,36","8.248,38","33,54M"
13.11.2013,"8.234,72","8.250,44","8.262,83","8.195,14","36,59M"
14.11.2013,"8.304,97","8.311,67","8.312,10","8.268,80","35,78M"
15.11.2013,"8.327,31","8.325,11","8.328,62","8.295,31","33,33M"
18.11.2013,"8.351,38","8.322,34","8.365,65","8.306,36","33,53M"
19.11.2013,"8.300,12","8.316,53","8.329,84","8.285,19","28,53M"
20.11.2013,"8.281,21","8.277,59","8.315,36","8.249,92","34,79M"
21.11.2013,"8.268,69","8.234,79","8.304,59","8.230,04","35,98M"
22.11.2013,"8.250,43","8.315,54","8.342,53","8.246,56","37,14M"
25.11.2013,"8.304,05","8.278,35","8.323,66","8.272,01","29,46M"
26.11.2013,"8.238,92","8.281,32","8.297,71","8.238,92","31,63M"
27.11.2013,"8.245,68","8.251,72","8.271,61","8.224,59","30,50M"
28.11.2013,"8.257,61","8.244,28","8.266,79","8.233,84","38,73M"
29.11.2013,"8.264,20","8.247,54","8.284,92","8.245,58","28,81M"
02.12.2013,"8.257,32","8.263,60","8.287,39","8.230,18","29,31M"
03.12.2013,"8.109,89","8.246,17","8.252,26","8.104,70","42,00M"
04.12.2013,"8.045,54","8.075,74","8.115,75","8.024,63","43,03M"
05.12.2013,"8.025,59","8.012,65","8.080,67","8.008,84","37,17M"
06.12.2013,"8.066,07","8.047,91","8.079,08","8.010,01","39,97M"
09.12.2013,"8.056,33","8.075,63","8.078,51","8.033,96","35,91M"
10.12.2013,"7.971,84","8.028,03","8.048,48","7.966,47","37,94M"
11.12.2013,"7.956,32","7.935,78","8.016,32","7.935,78","33,40M"
12.12.2013,"7.849,62","7.931,63","7.942,94","7.849,48","44,43M"
13.12.2013,"7.828,91","7.848,18","7.870,65","7.815,40","33,67M"
16.12.2013,"7.856,27","7.809,11","7.902,83","7.766,74","41,30M"
17.12.2013,"7.830,98","7.857,49","7.889,90","7.830,98","41,60M"
18.12.2013,"7.881,26","7.887,11","7.912,17","7.868,88","52,54M"
19.12.2013,"8.028,27","7.970,90","8.028,27","7.960,14","54,83M"
20.12.2013,"8.081,35","8.086,41","8.089,13","8.052,00","90,33M"
23.12.2013,"8.107,10","8.084,59","8.107,90","8.060,39","20,29M"
27.12.2013,"8.221,90","8.174,21","8.221,90","8.170,75","24,42M"
30.12.2013,"8.202,98","8.215,21","8.215,73","8.169,37","24,53M"
03.01.2014,"8.270,46","8.178,92","8.274,66","8.168,14","36,81M"
06.01.2014,"8.272,23","8.262,65","8.285,12","8.232,49","41,72M"
07.01.2014,"8.319,40","8.290,96","8.346,25","8.267,80","44,81M"
08.01.2014,"8.352,82","8.340,09","8.352,82","8.310,24","53,34M"
09.01.2014,"8.295,90","8.341,20","8.362,80","8.283,48","46,59M"
10.01.2014,"8.365,12","8.363,84","8.401,13","8.349,81","47,85M"
13.01.2014,"8.412,89","8.397,08","8.420,78","8.371,15","49,28M"
14.01.2014,"8.384,65","8.333,06","8.388,50","8.324,93","40,36M"
15.01.2014,"8.423,42","8.409,30","8.433,93","8.385,70","46,23M"
16.01.2014,"8.450,67","8.422,59","8.464,98","8.416,73","50,91M"
17.01.2014,"8.478,89","8.473,87","8.485,96","8.457,14","77,62M"
20.01.2014,"8.480,95","8.472,40","8.500,94","8.464,86","36,50M"
21.01.2014,"8.486,37","8.478,87","8.544,12","8.472,93","53,13M"
22.01.2014,"8.466,70","8.488,54","8.505,28","8.429,18","53,96M"
23.01.2014,"8.404,98","8.447,54","8.501,88","8.383,39","50,61M"
24.01.2014,"8.201,50","8.375,47","8.380,68","8.198,10","63,51M"
26.01.2014,"8.201,50","8.201,50","8.201,50","8.201,50",-
27.01.2014,"8.132,16","8.179,25","8.182,14","8.105,56","56,59M"
28.01.2014,"8.186,62","8.131,87","8.222,74","8.130,69","54,66M"
29.01.2014,"8.135,81","8.230,34","8.249,04","8.080,47","58,44M"
30.01.2014,"8.204,96","8.070,74","8.209,10","8.067,28","41,55M"
31.01.2014,"8.191,33","8.184,64","8.198,67","8.084,83","54,82M"
03.02.2014,"8.107,02","8.201,94","8.244,54","8.096,03","52,32M"
04.02.2014,"8.092,53","8.076,17","8.121,89","8.053,74","76,07M"
05.02.2014,"8.112,96","8.096,82","8.137,41","8.078,81","51,50M"
06.02.2014,"8.218,44","8.133,41","8.236,29","8.110,97","59,83M"
07.02.2014,"8.318,60","8.250,88","8.318,60","8.229,43","49,45M"
10.02.2014,"8.324,85","8.356,52","8.359,78","8.306,20","37,36M"
11.02.2014,"8.361,52","8.338,04","8.361,52","8.316,06","44,79M"
12.02.2014,"8.402,41","8.401,62","8.436,47","8.382,52","46,71M"
13.02.2014,"8.383,90","8.356,08","8.391,18","8.325,35","49,11M"
14.02.2014,"8.417,58","8.379,54","8.422,19","8.359,43","36,76M"
17.02.2014,"8.415,67","8.426,63","8.453,10","8.408,78","25,98M"
18.02.2014,"8.419,92","8.421,99","8.427,92","8.375,22","38,28M"
19.02.2014,"8.410,63","8.385,25","8.412,96","8.368,24","31,33M"
20.02.2014,"8.383,25","8.337,84","8.384,30","8.332,27","34,44M"
21.02.2014,"8.431,78","8.418,52","8.431,78","8.392,30","67,52M"
24.02.2014,"8.485,48","8.414,54","8.485,48","8.402,76","30,43M"
25.02.2014,"8.506,29","8.461,56","8.506,29","8.450,97","32,22M"
26.02.2014,"8.532,99","8.506,58","8.533,20","8.453,62","47,39M"
27.02.2014,"8.470,90","8.486,51","8.488,52","8.430,77","46,19M"
28.02.2014,"8.475,33","8.489,74","8.519,39","8.450,76","44,38M"
03.03.2014,"8.281,01","8.372,31","8.383,54","8.278,84","53,43M"
04.03.2014,"8.445,22","8.353,05","8.446,44","8.349,43","45,51M"
05.03.2014,"8.459,61","8.434,78","8.474,29","8.421,48","39,21M"
06.03.2014,"8.484,21","8.463,09","8.499,57","8.461,60","37,30M"
07.03.2014,"8.378,58","8.489,43","8.494,55","8.378,15","41,72M"
10.03.2014,"8.367,55","8.363,17","8.404,33","8.329,01","33,21M"
11.03.2014,"8.359,51","8.391,58","8.411,06","8.352,24","29,04M"
12.03.2014,"8.310,36","8.352,95","8.368,65","8.275,58","43,77M"
13.03.2014,"8.205,90","8.306,49","8.324,73","8.205,90","49,79M"
14.03.2014,"8.114,02","8.163,11","8.186,01","8.092,72","69,54M"
17.03.2014,"8.161,78","8.093,79","8.187,15","8.090,74","41,51M"
18.03.2014,"8.240,07","8.167,81","8.286,37","8.143,45","47,19M"
19.03.2014,"8.226,55","8.247,33","8.264,81","8.226,55","43,48M"
20.03.2014,"8.261,69","8.204,98","8.261,69","8.174,69","43,91M"
21.03.2014,"8.289,76","8.283,53","8.329,59","8.277,04","109,52M"
24.03.2014,"8.198,02","8.300,62","8.302,34","8.173,28","39,71M"
25.03.2014,"8.299,19","8.212,35","8.314,75","8.207,27","38,01M"
26.03.2014,"8.334,34","8.310,71","8.392,23","8.309,67","41,84M"
27.03.2014,"8.327,93","8.326,15","8.358,26","8.302,07","35,31M"
28.03.2014,"8.373,23","8.339,58","8.384,65","8.337,77","32,77M"
31.03.2014,"8.453,82","8.441,69","8.489,63","8.431,55","45,48M"
01.04.2014,"8.457,27","8.480,89","8.509,20","8.450,18","46,53M"
02.04.2014,"8.508,26","8.498,99","8.525,75","8.459,04","43,39M"
03.04.2014,"8.521,63","8.517,60","8.546,06","8.494,98","34,00M"
04.04.2014,"8.503,00","8.522,67","8.533,56","8.468,75","40,11M"
07.04.2014,"8.405,10","8.409,10","8.448,51","8.390,77","48,26M"
08.04.2014,"8.423,36","8.431,82","8.442,87","8.388,12","45,67M"
09.04.2014,"8.411,43","8.420,08","8.435,58","8.383,71","117,74M"
10.04.2014,"8.420,58","8.435,68","8.476,47","8.391,50","37,19M"
11.04.2014,"8.298,82","8.352,64","8.358,19","8.236,72","51,64M"
14.04.2014,"8.312,90","8.252,47","8.317,35","8.235,01","49,75M"
15.04.2014,"8.280,53","8.348,44","8.355,19","8.263,84","51,50M"
16.04.2014,"8.322,70","8.335,95","8.348,57","8.295,43","40,09M"
17.04.2014,"8.375,08","8.326,30","8.375,08","8.296,02","41,27M"
22.04.2014,"8.461,30","8.450,15","8.491,46","8.431,63","41,22M"
23.04.2014,"8.443,26","8.474,34","8.495,96","8.442,40","29,53M"
24.04.2014,"8.409,13","8.454,92","8.471,68","8.347,99","37,33M"
25.04.2014,"8.374,47","8.379,36","8.407,32","8.352,27","36,76M"
28.04.2014,"8.384,86","8.402,06","8.426,77","8.384,65","32,35M"
29.04.2014,"8.434,66","8.392,82","8.457,50","8.390,57","61,83M"
30.04.2014,"8.476,66","8.460,57","8.487,09","8.447,02","49,60M"
02.05.2014,"8.442,71","8.460,86","8.500,24","8.429,26","47,07M"
05.05.2014,"8.409,07","8.424,85","8.432,49","8.341,74","35,50M"
06.05.2014,"8.395,77","8.430,33","8.440,59","8.370,82","44,82M"
07.05.2014,"8.421,65","8.379,50","8.440,66","8.377,63","50,23M"
08.05.2014,"8.465,66","8.446,08","8.474,86","8.424,48","51,96M"
09.05.2014,"8.510,39","8.444,77","8.510,39","8.439,52","43,22M"
12.05.2014,"8.545,12","8.517,95","8.548,96","8.490,35","47,02M"
13.05.2014,"8.543,58","8.550,97","8.564,18","8.510,90","36,86M"
14.05.2014,"8.611,70","8.562,50","8.611,70","8.557,54","34,63M"
15.05.2014,"8.644,74","8.620,51","8.672,01","8.616,08","57,05M"
16.05.2014,"8.683,62","8.648,11","8.683,62","8.625,11","59,67M"
19.05.2014,"8.646,02","8.651,85","8.664,33","8.598,56","38,76M"
20.05.2014,"8.635,61","8.651,47","8.688,80","8.628,95","40,75M"
21.05.2014,"8.655,90","8.625,53","8.670,66","8.606,52","33,61M"
22.05.2014,"8.693,98","8.667,07","8.696,59","8.637,38","29,73M"
23.05.2014,"8.703,84","8.705,09","8.722,08","8.677,30","30,70M"
26.05.2014,"8.712,35","8.705,59","8.715,35","8.696,61","18,52M"
27.05.2014,"8.710,38","8.712,35","8.719,82","8.674,06","30,93M"
28.05.2014,"8.706,50","8.705,33","8.718,93","8.694,03","31,38M"
30.05.2014,"8.674,52","8.702,98","8.705,76","8.662,55","48,57M"
02.06.2014,"8.688,96","8.715,06","8.718,24","8.674,97","29,75M"
03.06.2014,"8.661,20","8.679,66","8.683,87","8.647,71","29,00M"
04.06.2014,"8.661,08","8.662,94","8.694,68","8.642,90","34,75M"
05.06.2014,"8.643,28","8.654,57","8.705,86","8.643,21","41,43M"
06.06.2014,"8.659,69","8.647,08","8.662,87","8.606,09","36,14M"
10.06.2014,"8.752,86","8.674,89","8.759,41","8.673,69","40,87M"
11.06.2014,"8.712,09","8.753,95","8.763,98","8.692,36","42,14M"
12.06.2014,"8.670,98","8.713,93","8.716,02","8.661,27","33,38M"
13.06.2014,"8.653,76","8.652,13","8.658,55","8.588,29","41,43M"
16.06.2014,"8.663,59","8.638,51","8.665,70","8.626,22","42,60M"
17.06.2014,"8.667,79","8.670,02","8.683,75","8.647,37","45,41M"
18.06.2014,"8.657,27","8.662,92","8.700,00","8.649,80","32,94M"
19.06.2014,"8.674,37","8.691,78","8.697,93","8.666,65","43,00M"
20.06.2014,"8.701,61","8.694,45","8.724,85","8.683,68","74,57M"
23.06.2014,"8.644,57","8.687,01","8.695,61","8.630,26","33,01M"
24.06.2014,"8.673,27","8.673,82","8.691,42","8.636,36","45,86M"
25.06.2014,"8.581,96","8.634,06","8.641,13","8.558,18","44,92M"
26.06.2014,"8.541,28","8.585,35","8.592,41","8.520,20","57,67M"
27.06.2014,"8.562,11","8.544,85","8.562,11","8.528,57","41,70M"
30.06.2014,"8.554,52","8.557,52","8.593,34","8.531,74","38,59M"
01.07.2014,"8.607,97","8.571,81","8.622,33","8.569,01","42,75M"
02.07.2014,"8.607,20","8.615,20","8.642,14","8.596,20","33,73M"
03.07.2014,"8.694,32","8.612,68","8.695,80","8.604,87","40,85M"
04.07.2014,"8.678,22","8.687,63","8.707,78","8.677,34","21,51M"
07.07.2014,"8.612,77","8.666,99","8.675,27","8.602,66","36,71M"
08.07.2014,"8.554,51","8.611,49","8.617,94","8.554,51","40,55M"
09.07.2014,"8.539,71","8.561,47","8.562,72","8.506,27","34,57M"
10.07.2014,"8.474,23","8.536,77","8.545,02","8.431,07","55,61M"
11.07.2014,"8.468,52","8.487,54","8.504,60","8.427,57","36,40M"
14.07.2014,"8.565,67","8.494,81","8.593,24","8.489,77","36,12M"
15.07.2014,"8.574,32","8.555,33","8.616,04","8.555,29","38,85M"
16.07.2014,"8.617,07","8.604,97","8.651,28","8.597,26","32,83M"
17.07.2014,"8.548,08","8.568,60","8.613,71","8.537,51","32,26M"
18.07.2014,"8.511,43","8.522,25","8.530,03","8.489,12","38,64M"
21.07.2014,"8.513,96","8.513,23","8.525,68","8.477,90","33,57M"
22.07.2014,"8.594,21","8.543,04","8.598,05","8.526,24","45,93M"
23.07.2014,"8.605,10","8.564,20","8.612,20","8.562,50","46,98M"
24.07.2014,"8.637,01","8.636,63","8.661,26","8.592,79","44,36M"
25.07.2014,"8.571,48","8.602,14","8.620,36","8.551,95","36,62M"
28.07.2014,"8.530,09","8.567,96","8.568,00","8.491,72","34,67M"
29.07.2014,"8.532,11","8.538,65","8.563,06","8.502,07","47,11M"
30.07.2014,"8.497,38","8.512,75","8.536,38","8.473,77","52,93M"
31.07.2014,"8.410,27","8.479,61","8.506,54","8.395,87","52,49M"
04.08.2014,"8.304,04","8.382,25","8.409,78","8.286,38","58,68M"
05.08.2014,"8.342,04","8.322,13","8.388,01","8.309,01","46,47M"
06.08.2014,"8.290,16","8.302,28","8.304,34","8.218,84","54,01M"
07.08.2014,"8.306,75","8.298,83","8.345,09","8.280,44","61,42M"
08.08.2014,"8.274,65","8.263,28","8.282,13","8.183,55","62,16M"
11.08.2014,"8.329,86","8.312,15","8.359,25","8.308,44","39,22M"
12.08.2014,"8.329,80","8.335,76","8.362,33","8.315,94","38,53M"
13.08.2014,"8.388,71","8.351,78","8.388,71","8.343,09","28,42M"
14.08.2014,"8.430,10","8.365,82","8.435,52","8.365,56","38,37M"
15.08.2014,"8.366,73","8.460,43","8.483,51","8.366,73","47,22M"
18.08.2014,"8.453,59","8.436,34","8.465,33","8.423,79","30,24M"
19.08.2014,"8.525,38","8.473,33","8.527,87","8.473,33","29,18M"
20.08.2014,"8.527,91","8.535,77","8.538,96","8.506,80","33,57M"
21.08.2014,"8.570,00","8.539,71","8.591,94","8.535,97","36,49M"
22.08.2014,"8.554,16","8.575,91","8.579,72","8.534,41","30,28M"
25.08.2014,"8.611,58","8.601,74","8.616,88","8.575,99","24,85M"
26.08.2014,"8.673,29","8.611,57","8.676,40","8.604,08","32,03M"
27.08.2014,"8.669,80","8.660,58","8.689,65","8.644,81","32,27M"
